,Actual,Predicted
6634,612000.0,571704.6220008684
10008,418000.0,249551.05244146008
18233,415000.0,349262.3480202714
10546,209000.0,72122.64814328123
14740,712000.0,705165.3256741706
6351,306500.0,373844.39762986265
17052,326188.0,235723.03555531986
4027,1350000.0,649078.1274521649
3768,255000.0,247102.50172059704
3501,619420.0,705978.1318463739
6088,450000.0,406809.0419314597
11340,1080000.0,1253012.4788241973
18084,207200.0,57078.5791719947
6817,599000.0,544453.2577805119
12781,207000.0,95949.94208259787
8563,299900.0,503168.4472962832
13099,250000.0,163938.88478778955
20758,358000.0,456605.9637148427
9689,280000.0,267647.27255205717
17196,425000.0,320024.9685295541
340,485000.0,546326.1778140608
14153,475000.0,371654.94178505614
17683,599000.0,598176.7829731004
12489,357950.0,272599.43290603627
1628,880000.0,556439.2380464692
6391,303000.0,153028.53311964404
13068,1700000.0,1411612.369606196
20394,467000.0,367623.61368494015
12260,495000.0,521358.52052106895
13337,462608.0,436515.0609012777
6803,135000.0,44935.46726771165
11028,851000.0,897062.5944801541
6217,219950.0,186887.84122832213
4136,700000.0,924617.4652244523
10011,530000.0,432939.29496139474
15062,150000.0,285867.94181229826
21131,525000.0,617785.0172565542
4206,512500.0,510012.106282698
8714,361000.0,311386.30673363525
13472,594000.0,290669.9817800997
15307,297975.0,651027.7067295052
6017,249900.0,232130.77338068
15876,251000.0,182456.8950097058
20794,674600.0,511303.57686245814
129,430000.0,333309.19936433434
16968,489000.0,392517.4016713621
5605,265000.0,278469.8363809772
1505,230000.0,262112.60502093472
6441,165000.0,247745.72153059673
5044,560000.0,628032.6710013784
14883,297950.0,378957.99366910197
2676,820000.0,817052.5310721109
8296,340000.0,750983.2832521889
3709,525000.0,557299.5742912218
12034,430000.0,236041.78586367238
5962,796000.0,866677.0872887867
13841,355000.0,482885.0590166403
13987,535000.0,374229.4451962318
4202,654000.0,485211.9626262579
12926,509000.0,333697.92154719494
13810,415000.0,788747.5392536083
18919,620000.0,577300.444639775
5594,463000.0,501029.43893239833
9643,550000.0,648382.2852104008
16782,150000.0,69375.69614974968
16982,539950.0,543494.8026698297
19665,320000.0,150099.05549595132
4435,249950.0,266491.20309842844
10133,219000.0,521454.3655756926
8998,320000.0,229758.44948228914
13814,760000.0,805270.0052723484
3298,550000.0,580204.3329054341
16330,625000.0,603064.0188665912
5749,1850000.0,1967244.6806052988
11152,535000.0,495415.39271562546
20213,380000.0,393045.31102192774
4394,335000.0,412906.171306639
15348,550000.0,546302.6669889716
8339,675000.0,750014.5472022379
14376,546000.0,391928.9893965544
20617,284000.0,325245.61822995637
16530,90000.0,-64428.70720185712
11067,500000.0,492766.93231058586
14992,563750.0,646012.0038053645
13761,102500.0,89406.6023923019
8556,1110000.0,1101505.4107793402
12304,280000.0,442590.8301990479
12712,545000.0,519106.52936316933
20024,566950.0,442321.912460085
21275,950000.0,648436.365872628
5979,275000.0,399722.6914465474
18727,230000.0,214939.03750151396
5523,230000.0,417815.2715935381
11526,825000.0,923180.6594408453
15269,552000.0,451798.5661237305
4037,690000.0,665914.7666543722
16181,255544.0,283622.3600616222
17545,500000.0,428922.3788285218
18159,315000.0,621946.5042925337
11353,289000.0,158374.63695751503
21387,274800.0,295179.76906488184
9048,450000.0,435477.2838228075
10684,452000.0,283811.0651125023
20125,919204.0,844805.5702174054
1727,435000.0,723431.3279867182
8771,433000.0,376455.0511968257
964,630000.0,723436.798360846
12584,648000.0,572869.6551075233
10580,350000.0,523503.5721182879
19104,615000.0,1401969.6801078543
15806,336000.0,243614.3624981083
9362,510000.0,323047.9072192004
20882,644000.0,793240.8127139285
461,348000.0,623892.2722685253
7735,324950.0,359666.68518335745
5476,329950.0,315976.9222864015
4137,399950.0,274971.8187203072
8589,775000.0,979941.937434989
2450,409900.0,600676.085570815
6383,690500.0,693436.0408967827
443,350000.0,16175.14827836398
14227,360000.0,380610.6153365169
10734,317000.0,435330.175906891
19069,275000.0,352722.778114439
4684,413500.0,147855.54171017092
2791,280000.0,258771.28138080612
737,605000.0,517256.22657025047
4523,1240000.0,801087.9001922086
17314,247500.0,144892.74896477628
7019,292000.0,399619.3087278651
21133,613000.0,598399.0679748021
15120,1230000.0,1053952.541590564
21328,999000.0,837341.0945799071
18564,165000.0,196649.77901281696
4532,418000.0,648365.4498564135
6673,215000.0,210848.28482493013
6297,1450000.0,1258841.1001345385
19261,320000.0,265197.2496935064
19559,400000.0,430923.49934626836
2753,346950.0,486390.46266465075
2336,328000.0,327846.1822830178
19306,606000.0,390733.7694622427
15462,334000.0,212882.11378077604
557,238000.0,290908.97595928237
8052,385000.0,511356.41319790855
9750,885000.0,824995.3459250266
1247,1230000.0,1070246.7664466826
14353,325000.0,493128.9037378337
10962,271000.0,298973.49265881535
6807,299500.0,197783.25091414526
16350,449950.0,263266.9964606166
5061,370000.0,525630.2173681622
2491,640000.0,857973.2491404312
20089,355000.0,622416.2845985536
21245,349950.0,510791.21240917593
2227,465000.0,344049.9669753583
7937,369950.0,332981.4352950137
7218,500007.0,507830.9951246241
5212,195000.0,290504.01445080526
8516,999000.0,869564.4731131522
8886,920000.0,1007956.3027965017
8748,275000.0,285749.43758159596
4794,259000.0,255783.63077649195
5500,482000.0,566986.8623247007
6516,327000.0,346841.52133155614
6721,990000.0,841323.3786441842
15887,865000.0,452187.8115043072
15824,359900.0,543364.527696724
8555,350000.0,383080.34582707006
14043,744500.0,648240.9868362257
18340,470000.0,314977.2085287655
12217,1450000.0,994934.0214071376
15642,561000.0,412021.0222226232
12040,615000.0,605901.9521664958
7841,323000.0,525763.9177813698
5868,490000.0,809805.8112907736
3883,589950.0,531986.7750832727
9296,587750.0,337139.9254213553
926,288400.0,351970.2564640967
17931,552000.0,448617.44165562466
3193,315000.0,332822.0129610589
15345,275000.0,509465.2594183935
2639,395000.0,435701.8231616402
16236,165000.0,238378.84917443525
183,163500.0,201269.28803398553
6664,424000.0,517910.13785695285
33,535000.0,515802.3163794372
11320,460000.0,366591.72767960746
9569,380000.0,616229.5950987674
7614,419950.0,476335.82471774984
11681,205000.0,343090.7344791759
12222,490000.0,445321.166624574
7182,568000.0,409991.58432798646
2868,763101.0,534015.083898277
8156,503000.0,1590926.6936367657
4423,275000.0,547911.206552648
14643,592500.0,563870.3413063139
19483,440000.0,636995.0704320138
6309,760000.0,755319.4390064506
16447,625000.0,486691.3192043714
10061,574000.0,665951.0346516743
3559,540000.0,431308.41971467715
14326,412500.0,295965.2929105237
10410,422800.0,373024.8784142593
12410,870000.0,809981.521961458
17434,530000.0,468006.1796674719
17212,705000.0,941838.9223443875
11443,630000.0,798113.9533560313
21105,1270000.0,952662.9755456978
10222,450000.0,426858.81425397284
10457,654300.0,711394.945001293
20800,378000.0,427847.54235144984
4936,440000.0,596933.3096935032
8314,515000.0,514212.2838481013
4657,725000.0,750798.1048511909
1373,830000.0,749883.8044813899
12183,710500.0,756514.8431442073
13474,485000.0,575410.992044487
2137,251700.0,390210.0577536626
9645,399888.0,535700.3808801342
9236,500000.0,649909.5835203603
21227,623300.0,992469.6205675341
15221,725000.0,700790.174726394
19719,549995.0,637635.3821326504
12330,162248.0,179583.68636967987
1797,212000.0,345039.3400827404
9409,1010000.0,713583.4256466506
549,215000.0,278031.4406188214
4477,910000.0,1262972.592530055
13678,300000.0,424715.11632241216
9364,467500.0,405334.2908727946
17079,664500.0,596516.6566780396
3515,299950.0,447818.0040532723
15103,348500.0,352749.6538034715
14430,667750.0,440603.4882239541
15994,465000.0,473752.7298597824
21597,1580000.0,934630.4429613575
15719,890900.0,818144.1378437597
4610,245000.0,271455.20595950726
10435,170500.0,371857.38385902625
15958,478000.0,633981.5616144277
7705,760000.0,591297.8736076141
19102,853000.0,974577.6185709173
12934,327200.0,360018.4679701105
16885,264500.0,269248.71129610017
16611,767250.0,525434.9763435498
20051,245000.0,285827.4676891491
12373,172000.0,269130.535029253
18824,569000.0,627907.6040890142
9899,599950.0,593113.2238616599
15427,404000.0,277114.8967758687
7103,515000.0,424078.98078748584
18391,230000.0,302632.9305100143
13427,520000.0,535429.8346719351
5721,289950.0,317669.7359024193
7746,310000.0,247735.59341044445
14577,505000.0,436558.8192285998
14724,350000.0,488586.76972953137
16403,305000.0,418333.2979609519
7876,439888.0,336328.9235263793
5154,377691.0,483323.31520057283
16492,598000.0,498227.92245493736
21033,1050000.0,936448.0809354549
16009,775000.0,915381.4161560396
8319,500000.0,186633.00183607452
6245,271950.0,316741.22362505365
11132,324950.0,503593.1255172109
21230,497000.0,274720.4244605806
1322,279950.0,365922.03834813833
1328,1200000.0,928738.9298011055
9122,250000.0,128617.21317646
21565,341780.0,345527.0161453318
21599,810000.0,944994.1759895869
12543,375000.0,259769.9684266504
15621,220000.0,298724.8031383492
20658,625000.0,813708.6899784049
10922,215000.0,261552.39369966555
20219,515000.0,378692.59169306513
1011,475000.0,396333.69532119576
640,378000.0,362005.115499082
1870,618000.0,668432.3557159957
16232,254000.0,259736.8330974225
11082,344950.0,473268.16789492127
4011,314950.0,325336.27173878625
12320,290000.0,262387.751628316
10433,1080000.0,919774.5243568895
733,550000.0,770600.332704558
19053,879950.0,1219690.1877253177
6058,530000.0,522470.737516135
12291,368000.0,514296.276120048
12760,382000.0,576502.579133274
5453,483000.0,543238.2706461959
14399,396000.0,338148.291060511
663,312000.0,202265.15811747778
4823,480000.0,374723.8986906558
7720,645000.0,722201.2136758175
10153,985000.0,1337368.1131362002
17266,620000.0,554872.3278426798
7577,363000.0,480319.84077475965
394,1120000.0,1134479.8531717137
18081,230000.0,290888.9530249713
19644,456000.0,470890.81625336315
10675,257700.0,299536.7569191577
17048,208000.0,65699.3587573627
17995,1990000.0,1739531.0489341086
6133,699000.0,964611.0716314707
19420,557000.0,588355.3365030577
12541,550000.0,477975.0019400157
3291,363000.0,267845.5613982016
7153,530000.0,581338.6198687442
150,532170.0,389950.68366219476
2255,515000.0,543150.1460448382
7783,338000.0,169991.7737371726
10349,385000.0,507505.2672748193
2436,360000.0,491751.283023675
14076,294000.0,424049.5528961215
8485,343000.0,310300.95722498745
14896,667500.0,520136.88960551005
11916,239900.0,65198.810100466944
5076,740000.0,419209.59560469165
9708,349000.0,472331.3490510648
7727,152000.0,105142.86722492799
13232,279000.0,399694.4283034485
4802,354800.0,345170.7233604025
21560,540000.0,757003.8879605029
8754,1180000.0,1198219.936569661
18571,240000.0,167740.2406614339
10204,654950.0,752690.30818085
8867,310000.0,183886.9859388424
4313,430000.0,523712.3522373922
12132,375000.0,263232.14325823355
20390,274000.0,194234.57615459897
5495,426500.0,717445.6769764274
18227,525000.0,400297.523358101
15032,537000.0,792594.503754857
10814,432500.0,467802.0104796728
4025,1010000.0,763703.8842891874
4737,425000.0,221760.73944154475
5993,519000.0,537274.7005543988
1724,350000.0,299635.97017243784
14172,460000.0,366502.284615878
3516,325000.0,401293.294317686
8705,1200000.0,667937.5906397309
4957,214100.0,255147.57780983206
17513,1050000.0,1266385.9425803246
19854,439000.0,279725.56048215926
4672,540000.0,451272.1980613712
771,341500.0,286240.41320412327
7001,560000.0,517461.3099492239
16103,305000.0,295794.8830989916
10197,505000.0,377935.643667615
13420,275000.0,325602.8411203483
16568,440000.0,533449.5058351932
4891,562200.0,496899.4178371439
17280,206325.0,343669.5719944602
11339,442500.0,353664.41061339155
13042,570000.0,694577.8935280656
10186,445000.0,248104.13268801104
14961,1480000.0,1305320.6860477282
15308,492000.0,428034.36321064085
9950,445000.0,580716.3920501387
9066,685000.0,809044.1505973628
11404,253500.0,148662.71705921926
1229,457000.0,620929.9824361429
9826,905000.0,749716.4547342369
16783,425000.0,372620.8395699328
4508,413107.0,370071.9342910005
8269,190000.0,262746.58739820495
12907,315000.0,622768.8610583842
6860,332544.0,345662.94453854393
6258,668000.0,586074.0546301994
19605,279900.0,723743.27714427
8108,395000.0,530895.4546918571
759,405600.0,815742.817024664
9787,202000.0,210130.1076494092
2649,645000.0,768920.5734703848
19158,685000.0,602312.0602466362
20825,369946.0,518513.6592472326
8428,349950.0,403492.8429512922
3733,795000.0,932730.148060496
18545,325000.0,375681.72261251416
16337,475000.0,290989.29033051804
18955,950000.0,1036857.8025976568
11266,549000.0,766937.2802767251
7483,359000.0,268611.89080428705
1013,538200.0,543276.6380683975
1343,274500.0,524024.0108430013
393,927000.0,881851.1163172498
13670,369000.0,353471.6271959888
18096,279950.0,380906.83301698323
6079,1280000.0,981861.5047563203
11486,390000.0,648864.9756363258
9723,629000.0,714280.8722838955
3850,265000.0,288881.78555641044
19815,299950.0,229905.49400032964
8834,235000.0,357305.4167869389
15533,527500.0,595079.2848666348
1357,690000.0,764060.9520809976
5984,354000.0,124210.54838572536
3866,442000.0,460922.9442681549
3618,458950.0,433987.8958597714
6952,1490000.0,1746164.670008663
18659,618000.0,578729.8661657088
1239,645000.0,482766.4579593763
1630,180500.0,319624.0467816917
21215,309000.0,316543.7880542455
12825,599950.0,398244.4154772507
15794,342000.0,345296.2201055633
18277,625000.0,388817.8694024887
6801,599000.0,648152.0956664411
13356,766500.0,708266.0859295847
15932,782000.0,929472.7319903849
8991,214000.0,147039.32338941842
14655,620000.0,580095.7886444936
2169,765000.0,884769.9331186106
4067,373000.0,463978.7146267649
2763,579000.0,739107.1611253358
16481,253000.0,179598.02848408744
13726,231500.0,369171.8813646771
8928,950000.0,871721.3880062923
3494,790000.0,886850.8164167684
6354,299900.0,283051.7887749076
21077,425000.0,406516.00935940724
17424,281700.0,353796.3661721526
6165,382000.0,486775.8046652619
6166,287000.0,290169.1747061098
8770,309950.0,391198.36695349775
12152,375000.0,334447.9422784699
3949,998000.0,1056129.9870509487
11217,1450000.0,779984.9794713762
5167,590000.0,661425.0440473957
21609,400000.0,447406.4501415193
10157,900000.0,1063593.8835811997
10707,925500.0,947707.7279201178
14585,984000.0,759356.2985894363
6716,640000.0,624178.1327172536
19251,339950.0,619511.7500545271
8569,509250.0,565221.5106815491
16353,201000.0,112663.09907498583
6981,246000.0,291205.3326905761
21357,1070000.0,674843.5575255929
19502,445000.0,445060.6560738366
10472,262500.0,324632.8776762588
1483,483000.0,740441.2393014589
1150,492000.0,390639.65262801107
14617,310000.0,279968.2970134914
17093,640000.0,586667.8595572831
5861,540000.0,493796.92912635393
971,265000.0,305225.64193039294
17530,870000.0,520287.17476415634
9142,455000.0,709144.197536625
9093,320000.0,388179.93122038525
21476,433000.0,327259.2958922377
7490,375000.0,348917.73042697925
16414,322968.0,379594.00962426886
3047,479000.0,320991.94164933637
1905,548800.0,447989.61354807485
13064,542500.0,619169.2781187547
10609,375000.0,591137.8923119511
10229,335000.0,439405.8631469626
15689,305000.0,477556.2718755733
11162,420000.0,447157.8855760824
9160,295000.0,307174.8521115957
20256,270000.0,319721.9179444304
7664,465000.0,321216.5116626313
15593,250000.0,339624.5392002668
10019,291600.0,330581.31430948246
6213,299950.0,209645.45134743955
15239,340000.0,193983.8228289876
20519,425000.0,372314.8464791216
717,452000.0,580822.2195491968
6321,355000.0,551036.7142331516
14466,280000.0,122816.87122305203
16846,260000.0,294610.39337020274
19799,385000.0,533976.8731023865
2288,517100.0,378349.85965756234
6732,696000.0,443941.2435901277
18136,550000.0,561463.7613491733
1021,287000.0,272432.94852029067
2220,257000.0,488005.87501678616
5823,540000.0,387383.20318539627
20465,650000.0,769752.33689762
220,686000.0,845095.1035169773
13806,325000.0,236031.70837427117
9516,265000.0,247312.99259321485
15636,235000.0,130008.21251630224
3630,566000.0,508077.92318402324
768,760000.0,641594.9380547209
19103,400000.0,385041.5595633015
3283,855000.0,919213.4764936604
5306,412500.0,341451.1531724753
20392,838000.0,643037.1893531336
4653,296000.0,324949.79365443066
13228,150000.0,218858.71332693752
18452,353000.0,458173.25513586495
15083,283748.0,386277.18640280794
16966,720000.0,692532.3604645655
242,455000.0,503312.6492487956
7448,615000.0,604642.5783041697
11873,650000.0,971535.4043887379
16164,314000.0,465699.8135918593
14734,989900.0,778945.3835132485
16899,265000.0,479762.11457110755
10556,440000.0,525953.3400592888
7761,170000.0,184107.6676738169
21025,727000.0,526309.2451828206
19165,348125.0,357234.8284483524
19758,2250000.0,1317760.6628127722
11840,305495.0,477035.5256605018
18436,230000.0,318914.0639424762
7703,775000.0,688047.3825660478
7489,765000.0,894958.0477488274
20891,460000.0,363136.0932926433
11033,903000.0,1119979.2181250062
3093,348000.0,672067.0508731361
11566,310000.0,277605.5615439797
1593,1050000.0,1057729.3906175084
12324,280000.0,165922.9268861767
20011,358000.0,250743.2871403722
2820,245000.0,284565.26128768176
18305,276500.0,422940.4568287488
8424,700000.0,933169.006204539
16286,792000.0,552695.6432945188
2685,312000.0,357369.1218575034
9195,975000.0,1221582.8525870498
20294,298000.0,302309.1959576979
15663,185000.0,176433.3665340459
1540,415000.0,491594.389667579
18201,608000.0,527868.2661186401
8308,317000.0,654629.7719602641
4777,390000.0,298987.1281667119
15684,343000.0,474343.37248251494
371,315000.0,503393.23562434316
5921,335000.0,160121.66755091585
18596,645500.0,758424.1091263248
7422,250000.0,288577.01620223094
2724,390000.0,335004.5917761456
3171,587500.0,733775.0481490633
13552,530000.0,729692.1096714335
16932,605125.0,384859.1577919442
20790,425996.0,627969.3920185305
12779,690000.0,735126.0615586881
2306,302000.0,774985.2232812066
16941,160000.0,348391.54046566784
4141,545000.0,486700.1065914165
19205,695000.0,773166.2807686925
1238,659000.0,667622.5037831143
13860,898000.0,693705.5729111489
8522,312000.0,402868.996217981
4674,1350000.0,1099342.08121634
15788,572000.0,713329.4052273734
19233,654000.0,685292.3876893241
6669,615000.0,601759.8296631826
13533,334000.0,331626.7814534921
5933,212500.0,215381.76027401537
12601,288000.0,296669.62074155174
7366,1150000.0,1486352.0243507633
5788,310000.0,686871.8194154538
9208,465500.0,416310.9798037186
16993,302000.0,539676.7333573373
6883,266000.0,154005.15607784037
2232,600000.0,442596.2547301743
20039,1280000.0,722648.497404485
21303,465000.0,278158.4879800305
14795,190000.0,201870.82230039127
14055,510000.0,195032.99164890498
10662,300000.0,343567.58500932157
14549,260000.0,541971.552076296
7132,713400.0,580982.2661491362
11758,451000.0,330484.1680528773
1424,340895.0,322730.18649121094
14503,675000.0,784909.8506288473
15381,276000.0,109705.61457763985
4266,562000.0,897033.6385722095
4359,305000.0,185857.64249548689
1726,264000.0,517749.22487220354
11268,1400000.0,1164032.6049636854
1500,249000.0,354199.1592880301
1626,169317.0,541996.0477043232
13571,682000.0,831522.2699400382
14437,234950.0,333505.700509903
15944,981000.0,666420.4950412391
11838,585000.0,668141.2882034946
9663,496000.0,946957.9806721304
14701,335000.0,618487.1704686945
13906,505000.0,345244.5877729906
3960,410000.0,464277.38228528295
13975,420000.0,354053.27775382996
17628,280000.0,317693.70870590955
599,1220000.0,922345.7344514551
16367,139000.0,276814.2224801127
14408,305000.0,465682.01744711306
8321,525000.0,328296.2599566588
3940,433500.0,406280.10132090934
18175,550000.0,416504.7839582972
6675,323000.0,513738.2222934654
3439,1280000.0,862245.904798599
7863,653450.0,555099.6358138444
18100,505400.0,521734.519717494
18593,526000.0,379445.9162852224
9587,675000.0,627633.3669427913
10906,427000.0,476181.6200784799
19424,356000.0,72161.21308594383
18035,326995.0,349460.15478256065
13468,446800.0,526326.677257481
15333,497500.0,406089.3959466722
10702,415250.0,370768.95624670386
21002,529000.0,394897.00314369984
3492,790000.0,738851.301064305
17983,340000.0,418680.5872283429
12944,345000.0,346211.36221311335
18943,580000.0,632206.0186938923
21273,775000.0,760354.9085045885
17155,680000.0,728819.5771046402
1104,817500.0,771120.9641995626
6608,995000.0,1185231.5883202963
11083,450000.0,669163.2605771506
15382,500000.0,746334.8921269076
14570,395000.0,278398.18078993727
3374,705000.0,511208.96185658686
11101,305000.0,234548.80495364685
16663,470000.0,547384.4690022953
14245,489900.0,464127.2959767524
6886,509500.0,422854.1091296803
11734,245000.0,288816.8805591613
14283,105000.0,91791.76375272125
4507,300000.0,391730.8639148483
14909,380000.0,428571.5169467572
11182,525000.0,504530.7545034271
10299,529500.0,208965.617857188
2094,248000.0,284634.78588579316
11871,1950000.0,1971304.6635547485
11545,357500.0,537873.6453403281
20198,775000.0,852129.6437319303
20110,436000.0,319023.0600502854
20677,274950.0,375557.4211044777
1511,390000.0,401334.94707362074
11460,475000.0,353822.36478749383
14112,450000.0,359595.7695866879
3873,210000.0,249821.56966672186
12714,460000.0,334367.6536843153
11655,550000.0,600649.5752178133
16258,2330000.0,1257440.4232230084
17176,325000.0,434099.2071685586
1429,354000.0,606844.2338961223
15891,310000.0,79418.24989538267
20809,799900.0,1024665.2423286326
11279,370000.0,543058.1402474307
7480,320000.0,262103.74881860148
19806,575000.0,873232.7245554524
2606,299000.0,233076.90280677844
6059,248000.0,257544.02057908569
8481,236000.0,192875.6443133494
17829,477000.0,377163.4899744829
7715,250000.0,278788.6722645033
15490,320000.0,344423.3147985004
10689,340000.0,554618.4915924873
3834,349950.0,486617.1646446418
8293,615000.0,722377.8270036429
5070,607000.0,681702.013737997
15585,398000.0,694709.4860254154
19557,556000.0,442559.20601313934
148,258000.0,545953.7195086824
18251,339900.0,278357.0438712491
11855,1480000.0,1151624.6507609636
16985,414950.0,630839.2345275041
20566,345000.0,400115.14893140737
14867,174950.0,103011.07013383508
12632,900000.0,978036.7669678796
13351,235000.0,206934.89023832045
13488,200000.0,426914.6965658562
12235,820000.0,1013011.2797808899
5423,665000.0,441380.01364717167
12247,225000.0,313843.0318159256
19398,625000.0,624597.8510095738
8554,293550.0,422001.6973712556
7638,250000.0,464424.57775252685
18528,206000.0,184479.0032453239
14016,255000.0,291209.4063908523
5881,268500.0,460194.0976704443
3326,569000.0,893868.7598713227
20271,349990.0,452573.18673698045
15116,430000.0,361045.4500160031
448,475000.0,427923.4075606698
9413,430000.0,305119.3108480703
15880,435000.0,449990.41187152267
2817,709000.0,529947.72641367
16,395000.0,347725.67821248993
9687,303000.0,482091.261077472
12035,415000.0,586773.9537125193
2206,250000.0,416749.4277601773
11807,362000.0,556007.7188858185
16480,380500.0,275430.8479243675
20092,1750000.0,1303566.8369819568
119,535000.0,462385.9943617154
17037,269950.0,296365.1780525511
5007,279000.0,164313.81639037095
12637,800000.0,656406.9142435575
3012,945000.0,702105.0825296845
17097,625000.0,404176.2647594381
8664,549950.0,398613.6624636669
17485,365000.0,479724.1860783389
3807,772000.0,561358.000181294
4602,435000.0,357712.8957781717
1301,372500.0,378885.27693720534
18655,1390000.0,995157.5132316826
5027,525000.0,348398.4786441559
12030,240000.0,264030.29797819816
7029,209950.0,300204.17683672346
651,521000.0,485294.64933577925
8326,615000.0,689131.023992897
4244,865000.0,792558.1913289372
18319,881000.0,934451.3425907018
20835,533500.0,596901.7266989108
19501,229500.0,522135.1369070029
15340,307000.0,563212.7013285393
11947,1150000.0,1232688.8681366239
4194,665900.0,903375.8472784525
9372,245000.0,410619.09606106486
15616,797000.0,857522.1560260225
16421,424950.0,573375.8682599878
20048,895000.0,903624.0104347337
10347,745000.0,367665.48109598923
10765,445500.0,588821.6697320016
17291,624900.0,599255.6330225151
19565,323000.0,334062.9038318312
1650,284950.0,245922.17684165295
61,289000.0,343397.03637279477
142,205000.0,350103.1988441879
2549,276000.0,558628.0212204773
6747,432000.0,629009.5186995901
9949,308950.0,320423.55805706047
17608,970000.0,828855.863367252
16356,190000.0,256446.8526220424
10207,383150.0,479620.5056266291
11180,750000.0,1025812.6420714753
2778,560000.0,593520.824787559
18639,410000.0,355515.98849330936
18049,314000.0,174716.4560687188
660,269900.0,196668.97803817783
19139,335000.0,467094.3498996096
16913,655000.0,681944.5628701309
13455,230000.0,280564.3316439809
5224,485000.0,749329.7301780181
13996,160000.0,87795.19504480436
10714,738000.0,736452.8934719712
12434,185000.0,414904.97485662065
17635,230000.0,382337.82353463676
6937,612000.0,391822.32894205395
20501,1030000.0,805045.8131515756
1387,381000.0,550177.0952312369
10990,425000.0,655364.804871059
7926,279950.0,348407.37114062347
12303,575000.0,659568.6623877473
12308,429000.0,465934.4149383921
3899,418800.0,418026.8083115909
11597,216000.0,316694.2983038081
19231,1150000.0,1474270.660353722
5943,554000.0,233641.63936060295
21602,224000.0,39509.51568672061
15680,799990.0,906651.9545879792
17848,565000.0,568820.6399848005
6658,554000.0,884740.9273959473
13454,432000.0,399678.4674518574
3662,350000.0,290564.7207134161
16901,300000.0,292001.0066710776
11647,198000.0,271383.09707694035
1143,687500.0,939922.1485507935
6663,525000.0,715150.224355788
21524,861111.0,978137.5055354806
21125,515000.0,583051.5950050727
3239,230000.0,55475.884805477224
16545,362000.0,400418.91280370764
10761,207000.0,228664.59112169966
3073,728000.0,745798.3023459446
16129,780500.0,680843.0922939954
13353,315000.0,284952.13084260095
467,325000.0,442884.4384012865
19985,249900.0,406288.19168524444
15315,275000.0,438253.58754725195
18473,539000.0,583392.6903153053
7564,725000.0,572113.5026801862
18173,535000.0,367373.1539244065
1586,1150000.0,1380765.1078720186
15439,340000.0,450668.95276571903
2901,311000.0,359069.24356237147
16355,295000.0,414048.38809978217
13661,785000.0,851691.5008479869
19036,303000.0,284824.04806679115
952,460500.0,327008.3827248076
18437,690000.0,916497.9180898992
7475,396480.0,239445.44758359902
10668,541000.0,498995.0824504439
6842,675000.0,602265.7858317094
19168,450000.0,503357.85292373877
16022,300000.0,467028.04941773415
18757,740000.0,604425.0260030832
18275,285000.0,976568.404492679
8811,750000.0,581308.3090211553
3282,1000000.0,856764.1527627148
13352,257500.0,376991.3931167824
19117,827000.0,859666.2446970027
12636,585000.0,765522.3994792514
13724,275000.0,330521.03421201557
13161,790000.0,592572.0934498664
20611,732000.0,428884.9705173299
11615,305000.0,405801.58724133857
13198,680000.0,562324.2640218232
21073,636230.0,681070.0555168986
18083,770000.0,867413.6910578655
11870,730000.0,993355.6927916305
20157,970000.0,796293.5689049708
9573,1780000.0,1056009.270045464
4191,300000.0,302405.2425461011
15903,373000.0,524266.01935665496
13850,838000.0,798456.5338768084
1353,461000.0,396216.1274210606
66,975000.0,866239.0641071191
8838,1410000.0,939748.0468214164
8462,246000.0,329311.65803543385
203,226500.0,264054.49510761816
5527,119500.0,85781.59558465611
13616,384205.0,416272.9969444154
11824,205000.0,452851.04608858936
6815,473975.0,546648.1758236727
12210,870000.0,918186.3884894606
17830,330000.0,240322.928226565
17508,1220000.0,1270460.2799277762
8905,840000.0,715553.8806965249
16812,299950.0,323508.14360283595
19087,250000.0,187208.38909166958
11222,450000.0,438890.66150595434
9366,325000.0,186828.22365396004
13986,626000.0,604716.9836281864
2971,400000.0,289696.3495910242
19637,363990.0,455933.21374084894
8193,339950.0,151388.80311035737
6511,1020000.0,1111121.7982424553
17929,319950.0,317868.31601695064
822,1100000.0,1125145.37711317
3064,490000.0,558043.2408097954
555,725000.0,899992.9516712567
6256,480000.0,417595.5102599198
10519,150000.0,283259.2815423189
17117,360000.0,424204.08144946024
10697,1330000.0,1117017.3799751364
12170,219950.0,259694.1887885537
11935,260250.0,241193.1911839703
17516,870000.0,757033.326905801
10950,665000.0,870312.6628285097
16538,155000.0,174710.18582278118
591,265000.0,389873.1688687876
17447,530000.0,417723.47891497146
14853,700000.0,659544.3944076439
5689,1000000.0,740311.7783313785
17913,292000.0,537637.6633028602
4890,255000.0,441057.8345268415
9130,575000.0,1067766.9088334106
14031,210000.0,172852.33525265474
21347,338000.0,386208.7709382633
12427,230000.0,236361.48398921266
390,345000.0,326590.16196197085
18386,390000.0,280345.8619373301
14628,609000.0,772352.1022276664
5433,1740000.0,843325.6482350146
15192,1050000.0,899038.2957600383
3645,554663.0,431666.9518566057
14009,340000.0,301421.13452764787
5715,765000.0,892247.5494179605
10393,575000.0,729325.4096662877
20337,550000.0,325628.2960092621
15779,259500.0,245968.67005061638
7282,600000.0,237766.29619669076
1829,753000.0,564369.4568392783
19449,539000.0,630119.5678956173
