,index,id,date,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,year,age,price,predicted
1901,9430,6117501755,2014-12-30,2230,11536,1220,1010,1954,0,98166,47.4409,-122.348,2170,12465,12,2014,61,"$355,000.00","$526,268.90"
1902,9431,6163900411,2014-10-03,1050,8220,780,270,1947,0,98155,47.7598,-122.316,1340,7651,10,2014,68,"$310,000.00","$224,256.00"
1903,9441,7215730580,2014-09-02,3150,6175,3150,0,2001,0,98075,47.5968,-122.01700000000001,3150,6986,9,2014,14,"$680,000.00","$808,997.70"
1904,9442,2095500120,2014-07-18,2380,6124,2380,0,1997,0,98030,47.3662,-122.175,2170,6097,7,2014,18,"$350,000.00","$532,254.90"
1905,9445,3523029077,2014-10-07,1340,18000,1340,0,1924,0,98070,47.4443,-122.509,1660,196591,10,2014,91,"$297,000.00","$332,470.40"
1906,9452,2769600590,2014-10-16,4020,7500,2010,2010,1968,0,98107,47.6732,-122.363,1560,3737,10,2014,47,"$900,000.00","$804,896.60"
1907,9453,7215730040,2014-05-15,3150,9130,3150,0,2001,0,98075,47.5974,-122.01700000000001,2970,6228,5,2014,14,"$695,000.00","$804,864.90"
1908,9454,8155760040,2014-12-18,1680,6655,1680,0,2001,0,98030,47.3867,-122.191,1680,6982,12,2014,14,"$213,400.00","$271,353.30"
1909,9462,9353300820,2015-05-11,1250,10723,1250,0,1961,0,98059,47.4894,-122.135,1520,10723,5,2015,54,"$310,000.00","$286,322.20"
1910,9469,2422049107,2014-05-08,2250,13515,2150,100,1940,0,98030,47.3789,-122.229,2150,12508,5,2014,75,"$350,000.00","$660,133.70"
1911,9470,3260700360,2014-09-19,1540,7280,1080,460,1974,0,98003,47.3102,-122.322,1220,6440,9,2014,41,"$279,000.00","$352,232.50"
1912,9474,7986400360,2014-07-17,2160,5000,2160,0,1926,0,98107,47.6645,-122.36,1450,4265,7,2014,89,"$770,000.00","$735,393.50"
1913,9480,259600410,2015-04-13,1460,7210,1460,0,1963,0,98008,47.6316,-122.119,1850,7519,4,2015,52,"$505,000.00","$380,734.20"
1914,9490,5054800110,2015-02-13,2240,9652,2240,0,1990,0,98055,47.4249,-122.211,2180,11644,2,2015,25,"$328,000.00","$365,923.00"
1915,9492,3995700220,2015-03-17,1380,8147,1380,0,1948,0,98155,47.7407,-122.3,1360,8147,3,2015,67,"$380,000.00","$353,463.60"
1916,9493,4191400090,2015-03-10,1680,10500,1680,0,1962,0,98033,47.6806,-122.166,1830,10264,3,2015,53,"$525,000.00","$373,830.20"
1917,9505,1310930100,2015-03-18,1570,16697,1030,540,1981,0,98052,47.67100000000001,-122.135,1560,9698,3,2015,34,"$525,000.00","$354,262.70"
1918,9507,8103000110,2015-02-05,1480,15641,1480,0,1940,0,98146,47.5008,-122.366,1520,7525,2,2015,75,"$490,000.00","$464,464.70"
1919,9516,425200145,2014-07-03,1020,8610,1020,0,1959,0,98056,47.4974,-122.169,1070,5940,7,2014,56,"$265,000.00","$247,313.00"
1920,9521,9828201745,2015-05-04,880,2400,880,0,1929,0,98122,47.6144,-122.295,1220,4440,5,2015,86,"$615,000.00","$414,603.10"
1921,9529,1796370730,2014-05-20,1490,7770,1490,0,1990,0,98042,47.3686,-122.09,1540,7366,5,2014,25,"$259,900.00","$265,115.00"
1922,9552,4100000040,2014-10-23,2910,9454,1910,1000,1972,0,98005,47.5871,-122.17299999999999,2400,10690,10,2014,43,"$788,000.00","$692,583.40"
1923,9555,357000025,2014-10-20,1790,3760,1490,300,1912,0,98144,47.5926,-122.29299999999999,1458,3760,10,2014,103,"$570,000.00","$731,651.70"
1924,9563,3023039231,2014-07-14,920,91476,920,0,1996,2002,98070,47.448,-122.47200000000001,1746,91476,7,2014,19,"$650,000.00","$40,403.90"
1925,9565,8682290360,2015-03-30,1440,9985,1440,0,2006,0,98053,47.7217,-122.03,1510,4560,3,2015,9,"$457,000.00","$353,102.80"
1926,9567,1310700210,2014-06-03,1970,10270,1970,0,1966,0,98032,47.3619,-122.285,1970,8400,6,2014,49,"$268,000.00","$550,885.80"
1927,9569,722059002,2014-09-09,2110,114127,1590,520,1975,0,98031,47.4137,-122.212,1960,11250,9,2014,40,"$380,000.00","$616,229.60"
1928,9572,5589300205,2014-08-05,1680,9383,1400,280,1929,0,98155,47.7523,-122.311,1680,9458,8,2014,86,"$274,000.00","$409,364.60"
1929,9573,644000040,2015-04-29,3950,10912,3950,0,2003,0,98004,47.5877,-122.196,3000,10998,4,2015,12,"$1,780,000.00","$1,056,009.30"
1930,9586,1186000150,2015-01-23,1370,2800,800,570,1982,0,98122,47.6157,-122.291,2270,3773,1,2015,33,"$563,250.00","$289,498.30"
1931,9587,1024069009,2014-05-02,2820,67518,2820,0,1979,0,98029,47.5794,-122.025,2820,48351,5,2014,36,"$675,000.00","$627,633.40"
1932,9592,3629970620,2014-10-03,1850,1836,1600,250,2005,0,98029,47.5529,-121.99600000000001,1770,2236,10,2014,10,"$476,100.00","$291,349.40"
1933,9593,3537900180,2014-10-20,1300,12000,1300,0,1959,0,98004,47.6366,-122.229,2420,15000,10,2014,56,"$700,000.00","$478,053.90"
1934,9594,8651442510,2014-09-26,1620,5200,1620,0,1978,0,98042,47.3629,-122.09100000000001,1500,5200,9,2014,37,"$220,000.00","$307,827.40"
1935,9603,1926069192,2014-05-09,5860,52889,4910,950,1996,0,98072,47.7245,-122.095,3320,39066,5,2014,19,"$1,160,000.00","$1,441,014.20"
1936,9606,2770604410,2014-10-29,1760,1472,1640,120,2006,0,98119,47.6473,-122.374,1760,5400,10,2014,9,"$608,000.00","$451,420.60"
1937,9626,2953000300,2014-10-08,980,9682,980,0,1969,0,98031,47.4136,-122.20700000000001,1580,9682,10,2014,46,"$201,000.00","$214,326.00"
1938,9636,5101406384,2014-10-20,1430,6380,1430,0,1930,0,98125,47.7014,-122.31299999999999,1220,5112,10,2014,85,"$574,500.00","$662,480.90"
1939,9637,6821102346,2014-05-22,1670,1596,1220,450,2002,0,98199,47.6474,-122.396,1670,1596,5,2014,13,"$505,000.00","$415,986.40"
1940,9641,4391600065,2014-08-14,520,6862,520,0,1924,1980,98010,47.326,-122.037,1170,8756,8,2014,91,"$330,000.00","$-20,898.50"
1941,9643,6071000265,2015-01-25,2140,10136,1320,820,1958,0,98006,47.5602,-122.184,1980,11200,1,2015,57,"$550,000.00","$648,382.30"
1942,9645,3034200933,2014-06-19,1820,8255,1320,500,1930,0,98133,47.723,-122.337,1550,7628,6,2014,85,"$399,888.00","$535,700.40"
1943,9646,2028701165,2014-06-27,1050,2570,850,200,1927,0,98117,47.6764,-122.366,1080,2800,6,2014,88,"$430,000.00","$412,773.00"
1944,9647,5634500234,2015-05-13,2100,6092,2100,0,2013,0,98028,47.7508,-122.23899999999999,2250,8592,5,2015,2,"$554,990.00","$464,162.90"
1945,9649,2767600921,2014-06-23,860,2599,860,0,1901,0,98107,47.675,-122.37899999999999,1300,3900,6,2014,114,"$405,000.00","$364,382.10"
1946,9656,4389200753,2014-08-19,2810,8570,2810,0,1993,0,98004,47.6159,-122.211,2810,9621,8,2014,22,"$1,570,000.00","$879,751.60"
1947,9660,1939120450,2014-05-22,2670,10496,2670,0,1989,0,98074,47.6272,-122.02600000000001,2490,8636,5,2014,26,"$657,500.00","$771,691.70"
1948,9663,2794700120,2014-09-12,3090,27598,2020,1070,1995,0,98070,47.3541,-122.45299999999999,2180,17085,9,2014,20,"$496,000.00","$946,958.00"
1949,9675,8079040300,2015-02-18,2170,7533,2170,0,1991,0,98059,47.5057,-122.149,2170,8728,2,2015,24,"$460,500.00","$518,730.30"
1950,9678,7821200375,2015-01-26,960,3235,960,0,1916,0,98103,47.661,-122.344,1290,2069,1,2015,99,"$432,000.00","$443,483.20"
1951,9679,1370800700,2015-02-09,3910,5350,2610,1300,1933,0,98199,47.6393,-122.40799999999999,2890,5350,2,2015,82,"$1,700,000.00","$1,480,920.50"
1952,9685,4307351180,2014-09-15,3880,8432,3880,0,2004,0,98056,47.4806,-122.176,2620,5623,9,2014,11,"$430,000.00","$631,311.60"
1953,9687,8159620260,2014-07-11,2560,8927,1790,770,1976,0,98001,47.34,-122.271,1920,9669,7,2014,39,"$303,000.00","$482,091.30"
1954,9689,1995200320,2015-02-10,1220,5739,790,430,1984,0,98115,47.6952,-122.32600000000001,1870,5739,2,2015,31,"$280,000.00","$267,647.30"
1955,9708,2473460060,2015-04-22,1740,7682,1330,410,1978,0,98058,47.4451,-122.126,2010,8820,4,2015,37,"$349,000.00","$472,331.30"
1956,9712,5029450200,2015-03-23,1520,6805,1040,480,1981,0,98023,47.2907,-122.367,1440,7041,3,2015,34,"$265,000.00","$282,550.30"
1957,9716,5683500030,2015-03-20,1150,5217,1150,0,1951,0,98115,47.6806,-122.287,1220,5217,3,2015,64,"$489,000.00","$278,950.70"
1958,9723,1656600310,2014-07-14,2660,22050,2660,0,1996,0,98059,47.4911,-122.125,3060,21111,7,2014,19,"$629,000.00","$714,280.90"
1959,9736,798000421,2015-03-27,1730,21183,1030,700,1955,0,98168,47.5024,-122.33200000000001,1610,13000,3,2015,60,"$292,000.00","$394,242.30"
1960,9741,9406570350,2015-04-23,2340,5420,2340,0,2003,0,98038,47.3773,-122.029,2420,6252,4,2015,12,"$354,000.00","$509,563.00"
1961,9747,3157600340,2014-09-17,1160,3700,1160,0,1909,0,98106,47.5651,-122.359,1340,3750,9,2014,106,"$315,000.00","$479,026.70"
1962,9750,2581300055,2014-11-21,2640,16090,1960,680,1976,0,98040,47.5374,-122.213,3690,15000,11,2014,39,"$885,000.00","$824,995.30"
1963,9758,4040700310,2014-08-05,1980,7840,990,990,1961,0,98008,47.6226,-122.115,1520,8400,8,2014,54,"$416,000.00","$412,657.90"
1964,9759,6388910160,2014-06-23,1960,12476,1960,0,1989,0,98056,47.5315,-122.17200000000001,2450,12177,6,2014,26,"$560,000.00","$534,255.80"
1965,9761,2921049121,2014-05-16,2060,38377,1560,500,1978,0,98003,47.2752,-122.319,2080,60513,5,2014,37,"$306,500.00","$520,087.60"
1966,9770,9541600350,2015-01-20,2240,8800,2240,0,1957,0,98005,47.5937,-122.17200000000001,2240,8800,1,2015,58,"$831,000.00","$658,410.90"
1967,9787,6600400270,2014-12-10,1010,9750,1010,0,1969,0,98042,47.3244,-122.14399999999999,1230,9750,12,2014,46,"$202,000.00","$210,130.10"
1968,9789,2424059139,2015-02-06,3870,33980,3150,720,1991,0,98006,47.5589,-122.117,3590,10750,2,2015,24,"$900,000.00","$1,146,913.10"
1969,9800,1545804820,2014-11-11,1380,7500,1380,0,1988,0,98038,47.3628,-122.045,1530,7500,11,2014,27,"$240,000.00","$242,843.50"
1970,9807,7732501000,2014-06-17,3150,38865,2480,670,1986,0,98052,47.7302,-122.10600000000001,3150,35880,6,2014,29,"$854,000.00","$934,167.80"
1971,9812,9265200060,2014-10-07,3900,9100,2870,1030,1979,0,98052,47.6612,-122.137,2080,9216,10,2014,36,"$650,000.00","$870,082.30"
1972,9823,7812801925,2014-06-24,1850,6000,1270,580,1944,0,98178,47.4923,-122.24700000000001,1270,6600,6,2014,71,"$230,000.00","$327,799.70"
1973,9825,4178500640,2015-05-07,1880,9426,1880,0,1990,0,98042,47.3584,-122.089,1760,7040,5,2015,25,"$306,000.00","$347,399.60"
1974,9826,9528104660,2014-08-27,2980,3000,2340,640,2008,0,98115,47.6768,-122.32600000000001,1810,4545,8,2014,7,"$905,000.00","$749,716.50"
1975,9832,1245002445,2014-07-14,1650,7500,1000,650,1959,0,98033,47.6871,-122.20700000000001,2530,9000,7,2014,56,"$670,000.00","$463,227.20"
1976,9835,4038700830,2015-04-09,2330,8800,1260,1070,1961,0,98008,47.6148,-122.113,2270,8800,4,2015,54,"$575,000.00","$576,903.40"
1977,9844,9552701000,2015-03-16,2460,8001,2460,0,1984,0,98006,47.548,-122.154,2460,9126,3,2015,31,"$818,000.00","$588,437.20"
1978,9846,6300500105,2014-10-02,1320,1034,1320,0,1996,0,98133,47.7039,-122.344,1330,1206,10,2014,19,"$304,000.00","$314,824.60"
1979,9851,9350900550,2015-04-29,2870,8393,1480,1390,1977,0,98040,47.5787,-122.245,2930,9850,4,2015,38,"$890,000.00","$678,253.30"
1980,9865,255000320,2014-07-24,1990,12866,1990,0,1986,0,98072,47.7477,-122.17,2310,8803,7,2014,29,"$450,000.00","$430,726.40"
1981,9866,5398600075,2014-08-25,1600,5969,800,800,1950,0,98116,47.5691,-122.39399999999999,1520,5969,8,2014,65,"$523,500.00","$476,895.70"
1982,9869,4123800320,2015-02-06,1340,5434,1340,0,1986,0,98038,47.3779,-122.045,1670,6203,2,2015,29,"$176,000.00","$343,362.20"
1983,9877,1219000473,2015-03-23,1570,15330,1080,490,1956,0,98166,47.4608,-122.34,1250,13330,3,2015,59,"$371,000.00","$387,120.80"
1984,9884,7183000060,2015-03-25,2360,9647,1530,830,1964,0,98003,47.3367,-122.33200000000001,2580,9680,3,2015,51,"$260,000.00","$728,375.70"
1985,9895,7300400200,2014-11-19,2650,6366,2650,0,1998,0,98092,47.3325,-122.171,2650,6200,11,2014,17,"$352,000.00","$703,021.70"
1986,9899,3583300075,2014-11-03,2680,13292,1340,1340,1976,0,98028,47.7422,-122.257,2220,13181,11,2014,39,"$599,950.00","$593,113.20"
1987,9904,2215900800,2014-07-31,2000,7414,2000,0,1993,0,98038,47.3508,-122.057,2000,7414,7,2014,22,"$290,000.00","$398,900.00"
1988,9910,8733000045,2014-10-07,2420,9566,2420,0,2003,0,98188,47.4693,-122.266,2420,9135,10,2014,12,"$375,000.00","$425,493.40"
1989,9914,6137500310,2015-02-13,4420,36342,2740,1680,1982,0,98007,47.6468,-122.15100000000001,3720,37034,2,2015,33,"$1,320,000.00","$1,226,385.60"
1990,9923,1853000030,2015-04-16,3550,32807,3550,0,1989,0,98077,47.7292,-122.08200000000001,3270,35001,4,2015,26,"$775,000.00","$920,794.20"
1991,9929,5700002325,2014-06-05,2340,4206,1170,1170,1917,0,98144,47.5759,-122.288,1360,4725,6,2014,98,"$640,000.00","$672,793.60"
1992,9938,8842400071,2014-05-07,2420,8560,1620,800,1978,0,98118,47.532,-122.285,2210,7040,5,2014,37,"$352,000.00","$522,067.10"
1993,9940,9186300060,2014-09-16,3710,34200,2510,1200,1986,0,98074,47.6101,-122.04700000000001,1720,23100,9,2014,29,"$635,000.00","$777,188.30"
1994,9943,7779200075,2014-09-09,2330,10143,1220,1110,1953,0,98146,47.4899,-122.359,2560,9750,9,2014,62,"$689,000.00","$688,154.90"
1995,9948,8731990370,2015-04-22,2540,8800,1620,920,1977,0,98023,47.3204,-122.387,2540,8800,4,2015,38,"$374,950.00","$806,676.00"
1996,9949,9407150350,2015-04-10,1600,6250,1600,0,1995,0,98038,47.3675,-122.02,1760,6110,4,2015,20,"$308,950.00","$320,423.60"
1997,9950,3438502200,2014-09-17,2680,16934,1340,1340,1958,0,98106,47.542,-122.36399999999999,1240,7000,9,2014,57,"$445,000.00","$580,716.40"
1998,9953,2887700560,2015-05-07,2080,4549,1040,1040,1954,0,98115,47.6886,-122.309,1620,4549,5,2015,61,"$616,500.00","$508,810.00"
1999,9963,192450200,2014-08-21,1140,20383,840,300,1985,0,98045,47.4755,-121.758,1200,15625,8,2014,30,"$319,900.00","$192,753.00"
2000,9967,9541600060,2014-08-07,2500,19783,2500,0,1959,0,98005,47.5938,-122.17399999999999,1700,15375,8,2014,56,"$799,000.00","$755,021.20"
2001,9975,8731801260,2015-02-20,1480,8475,1480,0,1968,0,98023,47.3126,-122.361,1800,8800,2,2015,47,"$234,000.00","$340,407.80"
2002,9977,7230300060,2014-08-05,2190,17600,1110,1080,1966,0,98059,47.4712,-122.11200000000001,1820,17600,8,2014,49,"$370,000.00","$465,682.30"
2003,9978,11510700,2014-05-19,2660,10452,2660,0,1993,0,98052,47.6972,-122.104,2890,9025,5,2014,22,"$755,000.00","$728,086.30"
2004,9981,1824069083,2015-04-29,3060,30166,3060,0,1959,0,98027,47.5656,-122.09299999999999,1880,19602,4,2015,56,"$835,000.00","$712,916.40"
2005,9982,1836980240,2014-10-15,2920,4500,2920,0,1999,0,98006,47.5646,-122.124,2920,4505,10,2014,16,"$730,000.00","$763,042.00"
2006,9990,3260000700,2014-09-04,1680,7770,1680,0,1967,0,98005,47.6028,-122.167,1880,7770,9,2014,48,"$530,000.00","$379,623.40"
2007,9997,9164100125,2014-08-07,1550,4750,1550,0,1919,0,98117,47.6824,-122.389,1320,4750,8,2014,96,"$533,000.00","$467,208.50"
2008,10000,7818900060,2014-07-08,1910,10300,1910,0,1921,1968,98177,47.7581,-122.359,1910,7750,7,2014,94,"$458,400.00","$715,252.40"
2009,10008,4040800260,2014-06-16,1220,10580,1220,0,1965,0,98008,47.6205,-122.116,1350,7800,6,2014,50,"$418,000.00","$249,551.10"
2010,10011,4364200125,2015-01-29,2120,7680,1130,990,1948,0,98126,47.5304,-122.374,1220,7680,1,2015,67,"$530,000.00","$432,939.30"
2011,10017,823059185,2014-05-20,1880,7200,1880,0,1966,0,98056,47.5029,-122.18799999999999,1540,13022,5,2014,49,"$326,000.00","$349,713.70"
2012,10018,4364200075,2014-06-24,750,5120,750,0,1941,0,98126,47.5312,-122.375,930,7200,6,2014,74,"$300,000.00","$184,996.70"
2013,10019,2473420070,2015-04-30,1630,7480,1330,300,1979,0,98058,47.4514,-122.15899999999999,1940,7480,4,2015,36,"$291,600.00","$330,581.30"
2014,10021,4442800012,2014-12-18,1600,1311,1600,0,2005,0,98117,47.6903,-122.39399999999999,1390,1321,12,2014,10,"$465,000.00","$420,826.20"
2015,10033,4440400125,2014-05-08,2000,6120,1100,900,1965,0,98178,47.5035,-122.258,1880,6120,5,2014,50,"$228,000.00","$410,479.40"
2016,10054,6788200295,2014-06-12,1430,3000,1300,130,1929,0,98112,47.6415,-122.303,1750,4000,6,2014,86,"$620,000.00","$496,976.10"
2017,10061,6979900370,2014-11-14,3240,22795,3240,0,1998,0,98053,47.6329,-121.969,2570,29761,11,2014,17,"$574,000.00","$665,951.00"
2018,10062,3303860160,2015-02-24,2670,12806,2670,0,2010,0,98038,47.3686,-122.059,3010,7231,2,2015,5,"$430,000.00","$707,432.60"
2019,10065,5116060030,2014-10-28,1290,2436,1290,0,1984,0,98052,47.6803,-122.156,1360,3088,10,2014,31,"$315,000.00","$327,920.70"
2020,10066,1898700310,2014-05-05,1240,9600,1240,0,1971,0,98023,47.3206,-122.397,1240,9592,5,2014,44,"$220,000.00","$226,383.00"
2021,10070,3822200105,2014-09-23,2030,12518,1610,420,1950,0,98125,47.7278,-122.29700000000001,1650,7872,9,2014,65,"$380,000.00","$578,913.20"
2022,10079,2481630030,2015-04-27,3920,41206,3920,0,1988,0,98072,47.7325,-122.132,3780,36562,4,2015,27,"$965,000.00","$1,078,531.80"
2023,10087,4388000260,2015-03-30,1150,10132,1150,0,1970,0,98023,47.3172,-122.37200000000001,1180,8713,3,2015,45,"$200,000.00","$228,694.10"
2024,10094,7857000732,2014-11-01,2090,6258,1390,700,1956,0,98108,47.5503,-122.301,1790,5793,11,2014,59,"$350,000.00","$492,428.20"
2025,10116,9201000030,2015-03-13,3770,24897,2550,1220,1964,0,98075,47.5824,-122.07799999999999,2640,11502,3,2015,51,"$940,000.00","$1,001,483.60"
2026,10118,5561700340,2014-11-21,2110,7434,2110,0,1978,0,98031,47.3935,-122.169,2100,7749,11,2014,37,"$319,000.00","$475,513.90"
2027,10131,1446800710,2015-02-27,1140,6400,1140,0,1962,0,98168,47.4902,-122.331,1340,6650,2,2015,53,"$309,000.00","$262,008.20"
2028,10133,6648500390,2015-02-26,1940,6500,1440,500,1979,0,98042,47.3565,-122.149,1880,8991,2,2015,36,"$219,000.00","$521,454.40"
2029,10139,5453700140,2014-12-08,1890,10292,1890,0,1969,0,98040,47.535,-122.234,2630,10625,12,2014,46,"$800,000.00","$542,260.40"
2030,10153,7631200310,2014-11-06,2720,26761,2720,0,1990,0,98166,47.4499,-122.376,1870,12396,11,2014,25,"$985,000.00","$1,337,368.10"
2031,10154,3438500796,2015-04-30,1060,6954,1060,0,1983,0,98106,47.5497,-122.355,1560,6372,4,2015,32,"$310,000.00","$80,986.00"
2032,10157,629810800,2014-06-17,3870,8225,3870,0,1998,0,98074,47.6078,-122.01,3600,9361,6,2014,17,"$900,000.00","$1,063,593.90"
2033,10158,8665900070,2015-01-23,2860,15054,1460,1400,1957,0,98155,47.7655,-122.3,1730,18525,1,2015,58,"$460,000.00","$715,334.30"
2034,10162,1180002075,2014-08-25,1210,6000,1210,0,1930,0,98178,47.4984,-122.22399999999999,1210,6000,8,2014,85,"$235,000.00","$390,351.00"
2035,10164,8682230400,2014-05-07,1350,3900,1350,0,2003,0,98053,47.7094,-122.03,1440,3900,5,2014,12,"$428,000.00","$348,040.50"
2036,10176,1621069045,2015-01-05,3870,50965,3870,0,2007,0,98010,47.3109,-122.045,2170,65843,1,2015,8,"$600,000.00","$940,409.60"
2037,10178,7522600030,2014-08-26,1300,8400,1300,0,1967,0,98198,47.368,-122.315,1300,7500,8,2014,48,"$251,000.00","$313,557.80"
2038,10186,7327500270,2014-09-25,1190,13630,1190,0,1984,0,98045,47.4813,-121.735,1630,14405,9,2014,31,"$445,000.00","$248,104.10"
2039,10196,967000400,2015-04-28,1700,7200,1700,0,1937,0,98011,47.7614,-122.20299999999999,1460,7194,4,2015,78,"$548,000.00","$412,463.50"
2040,10197,5101401816,2014-07-26,1020,5410,880,140,1928,0,98115,47.6924,-122.31,1580,5376,7,2014,87,"$505,000.00","$377,935.60"
2041,10199,7300200400,2014-11-05,2450,34092,2450,0,1980,0,98075,47.5751,-122.04899999999999,2410,35378,11,2014,35,"$682,000.00","$585,278.50"
2042,10204,3530200160,2014-06-03,2790,45902,2790,0,1987,0,98077,47.7674,-122.086,2890,42421,6,2014,28,"$654,950.00","$752,690.30"
2043,10206,3878900270,2015-04-29,2240,4508,1340,900,1926,0,98178,47.5096,-122.25,1930,5250,4,2015,89,"$466,000.00","$814,200.60"
2044,10207,8029600400,2015-02-13,2210,6387,2210,0,2003,0,98003,47.265,-122.302,2570,6497,2,2015,12,"$383,150.00","$479,620.50"
2045,10211,1921059235,2014-06-20,1960,11600,980,980,1931,0,98002,47.2898,-122.22200000000001,1160,7685,6,2014,84,"$215,000.00","$429,067.90"
2046,10220,8947250060,2015-03-26,1610,4568,1610,0,2006,0,98001,47.3351,-122.289,1834,4604,3,2015,9,"$292,500.00","$246,567.40"
2047,10222,3293700496,2014-12-04,1850,7730,1100,750,1956,0,98133,47.7481,-122.355,2260,8581,12,2014,59,"$450,000.00","$426,858.80"
2048,10223,2921700060,2014-10-27,1920,6480,1920,0,1920,0,98117,47.6897,-122.374,1600,6470,10,2014,95,"$535,000.00","$530,330.40"
2049,10228,6792200282,2014-09-22,1560,10608,1560,0,1994,0,98042,47.3572,-122.161,1360,10608,9,2014,21,"$254,000.00","$304,682.10"
2050,10229,1471701170,2014-06-11,2030,13500,1230,800,1963,0,98059,47.4596,-122.066,1830,13800,6,2014,52,"$335,000.00","$439,405.90"
2051,10231,1471610070,2014-08-27,1360,18123,1360,0,1983,0,98045,47.4716,-121.756,1570,16817,8,2014,32,"$350,000.00","$372,054.30"
2052,10234,8819900270,2014-05-20,1300,4000,1300,0,1948,0,98105,47.6687,-122.288,1350,4013,5,2014,67,"$440,000.00","$440,724.70"
2053,10235,8944290200,2014-09-18,1650,3788,1650,0,1985,0,98031,47.3908,-122.167,1510,3994,9,2014,30,"$233,703.00","$349,427.60"
2054,10243,1683500140,2014-12-11,1750,7245,1050,700,1974,0,98092,47.3164,-122.196,1640,7245,12,2014,41,"$225,000.00","$338,876.90"
2055,10250,2345700260,2015-04-06,2820,6305,2820,0,2003,0,98003,47.2616,-122.296,2610,6306,4,2015,12,"$395,000.00","$556,036.20"
2056,10259,2473480350,2014-05-19,1610,12247,1610,0,1981,0,98058,47.4476,-122.124,2010,9271,5,2014,34,"$305,000.00","$436,221.70"
2057,10262,1796360340,2014-07-22,1660,8641,1660,0,1987,0,98042,47.3663,-122.088,1490,8641,7,2014,28,"$269,950.00","$447,018.70"
2058,10268,669000350,2014-09-26,4610,8400,2790,1820,1947,1999,98144,47.5854,-122.292,2160,5000,9,2014,68,"$1,250,000.00","$1,257,418.30"
2059,10273,1450100390,2015-03-16,920,7314,920,0,1960,0,98002,47.2892,-122.22,1010,7420,3,2015,55,"$208,000.00","$106,777.10"
2060,10278,1441600160,2014-07-23,4120,14021,4120,0,2005,0,98075,47.5985,-122.02600000000001,4390,14684,7,2014,10,"$1,300,000.00","$1,216,676.60"
2061,10280,8928100125,2014-10-28,1690,6090,1400,290,1945,0,98115,47.6814,-122.26899999999999,1820,6090,10,2014,70,"$550,000.00","$487,162.30"
2062,10286,1022059032,2014-08-12,3140,94525,2280,860,1977,0,98042,47.4155,-122.163,1910,14300,8,2014,38,"$401,500.00","$729,239.20"
2063,10287,1523049083,2014-11-12,1090,9994,1090,0,1954,0,98168,47.4761,-122.287,1090,11700,11,2014,61,"$196,700.00","$311,527.10"
2064,10290,5104470070,2014-10-16,3110,18843,3110,0,1995,0,98058,47.4619,-122.154,3080,14735,10,2014,20,"$485,000.00","$818,813.50"
2065,10293,1432400570,2014-07-18,1160,7560,1160,0,1958,0,98058,47.45,-122.179,1160,7560,7,2014,57,"$254,000.00","$157,272.60"
2066,10299,6821100125,2015-02-25,900,4800,780,120,1944,0,98199,47.6575,-122.4,1270,5520,2,2015,71,"$529,500.00","$208,965.60"
2067,10310,9475710060,2014-06-13,2220,5338,2220,0,2001,0,98059,47.4887,-122.15,2220,5338,6,2014,14,"$370,000.00","$374,672.10"
2068,10321,325049234,2014-09-09,3110,11422,3110,0,1989,0,98115,47.6833,-122.271,2850,7254,9,2014,26,"$925,000.00","$816,708.60"
2069,10324,6414600232,2015-04-20,2050,6648,1230,820,1990,0,98133,47.7258,-122.33200000000001,1760,7200,4,2015,25,"$535,000.00","$380,657.60"
2070,10326,6031400013,2014-06-16,1230,8056,1230,0,1949,0,98168,47.4878,-122.314,850,6714,6,2014,66,"$150,000.00","$217,543.60"
2071,10333,1786630160,2014-07-11,2490,5812,2490,0,2000,0,98042,47.3875,-122.155,2690,6012,7,2014,15,"$344,200.00","$552,500.20"
2072,10335,7942300070,2014-09-15,1550,9899,1550,0,1967,0,98030,47.3583,-122.18299999999999,1500,11272,9,2014,48,"$229,900.00","$309,271.90"
2073,10340,3259400030,2014-11-25,1270,1399,1270,0,2000,0,98136,47.5552,-122.381,1140,1442,11,2014,15,"$370,000.00","$229,565.60"
2074,10347,650000030,2014-10-17,1390,9112,1390,0,1951,0,98004,47.6071,-122.197,2290,9112,10,2014,64,"$745,000.00","$367,665.50"
2075,10349,1530900560,2014-12-15,1760,3710,1130,630,1988,0,98072,47.7335,-122.16,1760,4200,12,2014,27,"$385,000.00","$507,505.30"
2076,10351,7767400060,2014-11-19,2300,7314,1420,880,1979,0,98133,47.7671,-122.33,2010,7314,11,2014,36,"$465,000.00","$562,055.90"
2077,10353,3308030060,2014-06-19,2310,11200,1630,680,1978,0,98030,47.3637,-122.21,2350,13300,6,2014,37,"$385,000.00","$574,212.90"
2078,10359,7888300340,2014-11-24,1730,7950,1180,550,1961,0,98198,47.3644,-122.31200000000001,1830,8890,11,2014,54,"$216,000.00","$378,291.50"
2079,10360,1180000885,2014-10-30,3070,5871,2510,560,1928,0,98178,47.5007,-122.223,2220,4000,10,2014,87,"$340,500.00","$974,604.00"
2080,10391,3102700160,2014-09-25,1820,7700,1100,720,1955,0,98177,47.7545,-122.35700000000001,1700,8500,9,2014,60,"$344,900.00","$410,919.20"
